Year,Week,Unique id,State,Area,Disease,No of cases,No of deaths,Date of start,Date of reporting
2023,43,MH/AKL/2023/43/153,Maharashtra,Akola,Dengue,8,0,15-10-2023,23-10-2023
2023,43,MH/AKL/2023/43/153,Maharashtra,Akola,Dengue,9,1,16-10-2023,23-10-2023
2023,43,MH/AMR/2023/43/153,Maharashtra,Amravati,Dengue,5,1,17-10-2023,23-10-2023
2023,43,MH/AGB/2023/43/153,Maharashtra,Aurangabad,Dengue,17,1,18-10-2023,25-10-2023
2023,43,MH/BED/2023/43/153,Maharashtra,Beed,Dengue,3,1,19-10-2023,26-10-2023
2023,43,MH/BED/2023/43/153,Maharashtra,Beed,Dengue,1,1,20-10-2023,23-10-2023
2023,43,MH/KOP/2023/43/153,Maharashtra,Kolhapur,Hepatitis-A,16,0,21-10-2023,25-10-2023
2023,43,MH/OSM/2023/43/154,Maharashtra,Osmanabad,Dengue,6,0,22-10-2023,27-10-2023
2023,43,MH/STA/2023/43/154,Maharashtra,Satara,Chikungunya,6,0,23-10-2023,25-10-2023
2023,43,MH/YVT/2023/43/154,Maharashtra,Yavatmal,Diarrheal,43,0,24-10-2023,26-10-2023
2023,44,MH/AMN/2023/44/157,Maharashtra,Ahmednagar,Dengue,26,1,25-10-2023,30-10-2023
2023,44,MH/KOP/2023/44/157,Maharashtra,Kolhapur,Zika Virus,5,0,26-10-2023,02-11-2023
2023,44,MH/NDB/2023/44/157,Maharashtra,Nandurbar,Dengue,11,0,27-10-2023,05-11-2023
2023,44,MH/THN/2023/44/157,Maharashtra,Thane,Dengue,3,1,28-10-2023,02-11-2023
2023,44,MH/NDB/2023/44/158,Maharashtra,Nandurbar,Dengue,16,0,29-10-2023,30-10-2023
2023,45,MH/AMN/2023/45/161,Maharashtra,Ahmednagar,Diarrheal,179,0,30-10-2023,08-11-2023
2023,45,MH/BED/2023/45/161,Maharashtra,Beed,Dengue,5,1,31-10-2023,09-11-2023
2023,45,MH/NAG/2023/45/161,Maharashtra,Nagpur,Scrub Typhus,3,1,01-11-2023,09-11-2023
2023,45,MH/NAN/2023/45/161,Maharashtra,Nanded,Dengue,10,0,02-11-2023,10-11-2023
2023,45,MH/OSM/2023/45/161,Maharashtra,Osmanabad,Dengue,31,1,03-11-2023,09-11-2023
2023,45,MH/SGL/2023/45/161,Maharashtra,Sangli,Dengue,6,0,04-11-2023,06-11-2023
2023,45,MH/STA/2023/45/161,Maharashtra,Satara,Dengue,16,0,05-11-2023,08-11-2023
2023,45,MH/BED/2023/45/163,Maharashtra,Beed,Dengue,5,1,06-11-2023,09-11-2023
2023,45,MH/NAN/2023/45/163,Maharashtra,Nanded,Dengue,6,1,07-11-2023,10-11-2023
2023,45,MH/NAN/2023/45/163,Maharashtra,Nanded,Dengue,12,0,08-11-2023,11-11-2023
2023,47,MH/RGD/2023/47/168,Maharashtra,Raigad,Malaria,3,1,09-11-2023,25-11-2023
2023,47,MH/WAS/2023/47/168,Maharashtra,Washim,Food Poisoning,16,0,10-11-2023,21-11-2023
2023,47,MH/WAS/2023/47/168,Maharashtra,Washim,Food Poisoning,20,0,11-11-2023,21-11-2023
2023,47,MH/NAS/2023/47/170,Maharashtra,Nashik,Dengue,13,1,12-11-2023,13-11-2023
2023,48,MH/GAD/2023/48/172,Maharashtra,Gadchiroli,Malaria,4,1,12-11-2023,13-11-2023
2023,49,MH/GAD/2023/49/175,Maharashtra,Gadchiroli,Malaria,10,1,14-11-2023,05-12-2023
2023,49,MH/NAN/2023/49/175,Maharashtra,Nanded,Mumps,7,0,15-11-2023,06-12-2023
2023,49,MH/PNE/2023/49/175,Maharashtra,Pune,Dengue,7,0,16-11-2023,04-12-2023
2023,49,MH/THN/2023/49/175,Maharashtra,Thane,Dengue,8,1,17-11-2023,08-12-2023
2023,49,MH/PNE/2023/49/176,Maharashtra,Pune,Dengue,7,0,18-11-2023,09-12-2023
2023,50,MH/AMR/2023/50/178,Maharashtra,Amravati,Malaria,17,0,19-11-2023,11-12-2023
2023,50,MH/AGB/2023/50/179,Maharashtra,Aurangabad,Diarrheal,40,0,20-11-2023,16-12-2023
2023,50,MH/GAD/2023/50/179,Maharashtra,Gadchiroli,Malaria,6,1,21-11-2023,12-12-2023
2023,50,MH/PLR/2023/50/179,Maharashtra,Palghar,Dengue,7,1,22-11-2023,11-12-2023
2023,50,MH/NAS/2023/50/180,Maharashtra,Nashik,Zika Virus,1,0,23-11-2023,12-12-2023
2023,51,MH/GAD/2023/51/182,Maharashtra,Gadchiroli,Food Poisoning,132,0,24-11-2023,20-12-2023
2023,51,MH/JGA/2023/51/182,Maharashtra,Jalgaon,Diarrheal,62,0,25-11-2023,23-12-2023
2023,51,MH/NAS/2023/51/182,Maharashtra,Nashik,Chikungunya,8,0,26-11-2023,20-12-2023
2023,51,MH/RGD/2023/51/182,Maharashtra,Raigad,Dengue,1,1,27-11-2023,20-12-2023
2023,51,MH/SGL/2023/51/183,Maharashtra,Sangli,Mumps,9,0,28-11-2023,18-12-2023
2023,51,MH/STA/2023/51/183,Maharashtra,Satara,Chikungunya,5,0,29-11-2023,19-12-2023
2022,2,MH/GAD/2022/02/004,Maharashtra,Gadchiroli,Malaria,7,2,10-01-2022,14-01-2022
2022,6,MH/FAT/2022/06/026,Maharashtra,Gadchiroli,Malaria,1,1,09-02-2022,10-02-2022
2022,9,MH/AKL/2022/09/052,Maharashtra,Akola,Food Poisoning,102,0,01-03-2022,02-03-2022
2022,11,MH/AKL/2022/11/078,Maharashtra,Akola,Chickenpox,5,0,15-03-2022,17-03-2022
2022,11,MH/AKL/2022/11/079,Maharashtra,Akola,Chikungunya,9,0,12-03-2022,17-03-2022
2022,12,MH/RGD/2022/12/096,Maharashtra,Raigad,Dengue,11,0,21-03-2022,25-03-2022
2022,13,MH/AKL/2022/13/113,Maharashtra,Akola,Chikungunya,3,0,29-03-2022,30-03-2022
2022,16,MH/SHO/2022/16/154,Maharashtra,Solapur,Food Poisoning,31,0,17-04-2022,19-04-2022
2022,19,MH/JGA/2022/19/248,Maharashtra,Jalgaon,Dengue,9,1,06-05-2022,11-05-2022
2022,19,MH/NAS/2022/19/249,Maharashtra,Nashik,Chikungunya,6,0,09-05-2022,10-05-2022
2022,19,MH/SIN/2022/19/271,Maharashtra,Sindhudurg,(PV),5,0,04-05-2022,05-05-2022
2022,20,MH/PNE/2022/20/290,Maharashtra,Pune,Dengue,21,0,16-05-2022,17-05-2022
2022,20,MH/PNE/2022/20/302,Maharashtra,Pune,Dengue,12,0,23-04-2022,24-04-2022
2022,21,MH/CND/2022/21/32,Maharashtra,Chandrapur,Malaria,13,1,25-05-2022,25-05-2022
2022,21,MH/LTR/2022/21/321,Maharashtra,Latur,Food Poisoning,42,0,25-05-2022,25-05-2022
2022,21,MH/LTR/2022/21/322,Maharashtra,Latur,Food Poisoning,376,0,23-05-2022,23-05-2022
2022,22,MH/GAD/2022/22/371,Maharashtra,Gadchiroli,Malaria,196,0,29-05-2022,31-05-2022
2022,22,MH/GAD/2022/22/372,Maharashtra,Gadchiroli,Malaria,114,1,29-05-2022,30-05-2022
2022,22,MH/NAG/2022/22/373,Maharashtra,Nagpur,Diarrheal,41,0,01-06-2022,02-06-2022
2022,22,MH/PNE/2022/22/374,Maharashtra,Pune,Diarrheal,97,0,20-05-2022,31-05-2022
2022,22,MH/STA/2022/22/375,Maharashtra,Satara,Chikungunya,5,0,31-05-2022,31-05-2022
2022,23,MH/CND/2022/23/422,Maharashtra,Chandrapur,Malaria,3,1,04-06-2022,06-06-2022
2022,23,MH/LTR/2022/23/423,Maharashtra,Latur,Diarrheal,21,0,07-06-2022,08-06-2022
2022,23,MH/STA/2022/23/424,Maharashtra,Satara,Chikungunya,5,0,03-06-2022,07-06-2022
2022,23,MH/YVT/2022/23/425,Maharashtra,Yavatmal,Food Poisoning,15,0,06-06-2022,08-06-2022
2022,23,MH/JGA/2022/23/442,Maharashtra,Jalgaon,Chikungunya,9,0,23-05-2022,24-05-2022
2022,24,MH/GOD/2022/24/459,Maharashtra,Gondia,Malaria,47,1,13-06-2022,15-06-2022
2022,24,MH/NAG/2022/24/460,Maharashtra,Nagpur,Diarrheal,47,0,15-06-2022,16-06-2022
2022,24,MH/WAS/2022/24/467,Maharashtra,Washim,Food Poisoning,30,0,30-04-2022,01-05-2022
2022,25,MH/WAS/2022/25/478,Maharashtra,Pune,Dengue,7,0,17-05-2022,22-06-2022
2022,25,MH/WAS/2022/25/479,Maharashtra,Sangli,Diarrheal,83,0,23-06-2022,24-06-2022
2022,26,MH/CND/2022/26/507,Maharashtra,Chandrapur,Malaria,2,0,06-06-2022,07-06-2022
2022,26,MH/SIN/2022/26/508,Maharashtra,Sindhudurg,Food Poisoning,7,0,15-06-2022,16-06-2022
2022,27,MH/CND/2022/27/522,Maharashtra,Chandrapur,Diarrheal,45,0,04-07-2022,05-07-2022
2022,28,MH/CND/2022/28/547,Maharashtra,Chandrapur,Malaria,4,0,11-07-2022,16-07-2022
2022,28,MH/PNE/2022/28/555,Maharashtra,Pune,Food Poisoning,6,0,28-06-2022,29-06-2022
2022,30,MH/WAS/2022/30/590,Maharashtra,Washim,Cholera,2,0,26-07-2022,28-07-2022
2022,31,MH/AKL/2022/31/611,Maharashtra,Akola,Food Poisoning,4,0,01-08-2022,01-08-2022
2022,32,MH/MED/2022/32/630,Maharashtra,Chandrapur,Diarrheal,37,0,04-08-2022,08-08-2022
2022,32,MH/MED/2022/32/631,Maharashtra,Chandrapur,Diarrheal,5,1,01-08-2022,08-08-2022
2022,34,MH/NAS/2022/34/669,Maharashtra,Nashik,Cholera,10,2,24-08-2022,26-08-2022
2022,34,MH/YVT/2022/34/670,Maharashtra,Yavatmal,Diarrheal,12,0,25-08-2022,26-08-2022
2022,35,MH/AMN/2022/35/707,Maharashtra,Ahmednagar,Dengue,3,0,17-08-2022,18-08-2022
2022,35,MH/AMN/2022/35/708,Maharashtra,Ahmednagar,Food Poisoning,4,0,19-08-2022,20-08-2022
2022,36,MH/YVT/2022/36/716,Maharashtra,Yavatmal,Diarrheal,64,0,08-09-2022,09-09-2022
2022,38,MH/BNR/2022/38/766,Maharashtra,Bhandara,Mouth,19,0,20-09-2022,20-09-2022
2022,38,MH/CND/2022/38/767,Maharashtra,Chandrapur,Dengue,17,0,19-09-2022,24-09-2022
2022,38,MH/CND/2022/38/768,Maharashtra,Chandrapur,Malaria,14,1,22-09-2022,24-09-2022
2022,38,MH/NAN/2022/38/769,Maharashtra,Nanded,Diarrheal,56,0,20-09-2022,21-09-2022
2022,39,MH/AGB/2022/39/790,Maharashtra,Aurangabad,Food Poisoning,7,0,27-09-2022,27-09-2022
2022,40,MH/PNE/2022/40/803,Maharashtra,Pune,Dengue,20,1,17-09-2022,07-10-2022
2022,41,MH/PNE/2022/41/825,Maharashtra,Pune,Dengue,16,0,19-09-2022,20-09-2022
2022,42,MH/AGB/2022/42/833,Maharashtra,Aurangabad,Diarrheal,20,0,16-10-2022,17-10-2022
2022,42,MH/PNE/2022/42/834,Maharashtra,Pune,Dengue,10,0,23-09-2022,21-10-2022
2022,42,MH/SGL/2022/42/835,Maharashtra,Sangli,Dengue,12,0,20-10-2022,20-10-2022
2022,42,MH/PNE/2022/42/839,Maharashtra,Pune,Dengue,10,0,23-09-2022,24-09-2022
2022,44,MH/NGP/2022/44/866,Maharashtra,Pune,Dengue,7,1,26-09-2022,01-11-2022
2022,44,MH/NGP/2022/44/867,Maharashtra,Sangli,Dengue,36,1,29-10-2022,31-10-2022
2022,45,MH/BNR/2022/45/889,Maharashtra,Bhandara,Food Poisoning,8,1,06-11-2022,10-11-2022
2022,46,MH/LTR/2022/46/903,Maharashtra,Latur,Fever,20,0,14-11-2022,14-11-2022
2022,46,MH/AGB/2022/46/912,Maharashtra,Aurangabad,Fever,24,0,11-11-2022,12-11-2022
2022,46,MH/AGB/2022/46/913,Maharashtra,Aurangabad,Dengue,2,1,11-11-2022,12-11-2022
2022,46,MH/DHL/2022/46/914,Maharashtra,Dhule,Dengue,4,1,31-10-2022,01-11-2022
2022,46,MH/KOP/2022/46/915,Maharashtra,Kolhapur,Cholera,233,2,10-11-2022,11-11-2022
2022,46,MH/NAS/2022/46/916,Maharashtra,Nashik,Cholera,58,0,31-10-2022,01-11-2022
2022,46,MH/NAS/2022/46/917,Maharashtra,Nashik,Cholera,52,1,17-10-2022,18-10-2022
2022,46,MH/PRB/2022/46/918,Maharashtra,Parbhani,Chikungunya,76,0,29-09-2022,30-09-2022
2022,46,MH/THN/2022/46/919,Maharashtra,Thane,Dengue,1,1,28-10-2022,29-10-2022
2022,47,MH/KOP/2022/47/927,Maharashtra,Kolhapur,Diarrheal,14,0,23-11-2022,23-11-2022
2022,47,MH/KOP/2022/47/935,Maharashtra,Kolhapur,Dengue,5,1,01-11-2022,02-11-2022
2022,49,MH/AMR/2022/49/980,Maharashtra,Amravati,Diarrheal,61,0,06-12-2022,07-12-2022
2022,49,MH/KOP/2022/49/984,Maharashtra,Kolhapur,Dengue,32,0,28-10-2022,29-10-2022
2022,49,MH/LTR/2022/49/985,Maharashtra,Latur,Fever,19,0,30-11-2022,01-12-2022
2022,50,MH/KAJ/2022/50/995,Maharashtra,Nanded,Diarrheal,121,0,15-12-2022,15-12-2022
2022,51,MH/AGB/2022/51/100,Maharashtra,Aurangabad,Measles,6,0,02-12-2022,03-12-2022
2022,51,MH/KOP/2022/51/101,Maharashtra,Kolhapur,Diarrheal,16,0,07-12-2022,08-12-2022
2022,51,MH/KOP/2022/51/101,Maharashtra,Kolhapur,Diarrheal,50,0,05-12-2022,06-12-2022
2022,51,MH/RGD/2022/51/101,Maharashtra,Raigad,Leptospirosis,28,1,25-11-2022,26-11-2022
2022,52,MH/KOP/2022/52/102,Maharashtra,Kolhapur,Diarrheal,44,2,28-12-2021,28-12-2021
2021,1,MH/AMN/2021/01/000,Maharashtra,Ahmednagar,Food Poisoning,104,1,03-01-2021,04-01-2021
2021,2,MH/GOD/2021/02/001,Maharashtra,Gondia,Diarrheal,194,0,07-01-2021,08-01-2021
2021,2,MH/STA/2021/02/001,Maharashtra,Satara,Dengue,8,0,28-12-2020,29-12-2020
2021,3,MH/GAD/2021/03/002,Maharashtra,Gadchiroli,Malaria,2,1,20-01-2021,21-01-2021
2021,4,MH/GAD/2021/04/002,Maharashtra,Gadchiroli,Malaria,10,1,26-01-2021,27-01-2021
2021,4,MH/KOP/2021/04/003,Maharashtra,Kolhapur,Food Poisoning,12,0,25-01-2021,30-01-2021
2021,5,MH/STA/2021/05/004,Maharashtra,Satara,Chikungunya,20,0,25-01-2021,01-02-2021
2021,5,MH/THN/2021/05/004,Maharashtra,Thane,Malaria,2,1,06-01-2021,01-02-2021
2021,5,MH/STA/2021/05/005,Maharashtra,Satara,Dysentery,35,0,15-01-2021,02-02-2021
2021,5,MH/STA/2021/05/005,Maharashtra,Satara,Dysentery,44,0,10-01-2021,03-02-2021
2021,6,MH/STA/2021/06/006,Maharashtra,Satara,Chikungunya,19,0,05-02-2021,11-02-2021
2021,6,MH/THN/2021/06/006,Maharashtra,Thane,Chikungunya,2,0,30-01-2021,31-01-2021
2021,7,MH/STA/2021/07/008,Maharashtra,Satara,Dengue,19,0,16-12-2020,17-12-2020
2021,8,MH/JGA/2021/08/009,Maharashtra,Jalgaon,Food Poisoning,81,0,17-02-2021,18-02-2021
2021,10,MH/KOP/2021/10/011,Maharashtra,Kolhapur,Chikungunya,6,0,10-03-2021,10-03-2021
2021,11,MH/BNR/2021/11/013,Maharashtra,Bhandara,Food Poisoning,88,1,15-03-2021,18-03-2021
2021,12,MH/STA/2021/12/013,Maharashtra,Satara,Diarrheal,80,0,21-03-2021,24-03-2021
2021,16,MH/STA/2021/16/017,Maharashtra,Satara,Dengue,7,0,15-04-2021,24-04-2021
2021,16,MH/AMN/2021/16/017,Maharashtra,Ahmednagar,Chikungunya,3,1,23-03-2021,24-03-2021
2021,16,MH/AMN/2021/16/017,Maharashtra,Ahmednagar,Chikungunya,13,0,04-04-2021,05-04-2021
2021,16,MH/STA/2021/16/017,Maharashtra,Satara,Dengue,31,1,05-04-2021,06-04-2021
2021,20,MH/NAS/2021/20/018,Maharashtra,Nashik,Chikungunya,6,0,19-05-2021,21-05-2021
2021,20,MH/NAS/2021/20/019,Maharashtra,Nashik,Chikungunya,3,0,18-03-2021,19-03-2021
2021,20,MH/NAS/2021/20/019,Maharashtra,Nashik,Chikungunya,5,0,17-03-2021,18-03-2021
2021,20,MH/NAS/2021/20/019,Maharashtra,Nashik,Chikungunya,3,0,19-03-2021,20-03-2021
2021,20,MH/PNE/2021/20/019,Maharashtra,Pune,Chikungunya,4,0,08-02-2021,09-02-2021
2021,20,MH/PNE/2021/20/019,Maharashtra,Pune,Chikungunya,7,0,04-02-2021,05-02-2021
2021,20,MH/PNE/2021/20/019,Maharashtra,Pune,Dengue,4,0,08-01-2021,09-01-2021
2021,20,MH/PNE/2021/20/019,Maharashtra,Pune,Chikungunya,7,0,04-02-2021,05-02-2021
2021,20,MH/PNE/2021/20/019,Maharashtra,Pune,Chikungunya,7,0,04-02-2021,05-02-2021
2021,20,MH/THN/2021/20/019,Maharashtra,Thane,Dengue,2,1,29-04-2021,30-04-2021
2021,22,MH/BNR/2021/22/020,Maharashtra,Bhandara,Diarrhoeal,108,0,03-06-2021,04-06-2021
2021,22,MH/PNE/2021/22/020,Maharashtra,Pune,Chikungunya,6,0,01-06-2021,06-06-2021
2021,23,MH/OSM/2021/23/021,Maharashtra,Osmanabad,Food Poisoning,7,1,02-06-2021,09-06-2021
2021,24,MH/STA/2021/24/022,Maharastra,Karad,Food Poisoning,13,0,09-06-2021,10-06-2021
2021,24,MH/STA/2021/24/023,Maharastra,Satara,Food Poisoning,15,0,08-06-2021,09-06-2021
2021,24,MH/STA/2021/24/023,Maharastra,Satara,Food Poisoning,11,0,08-06-2021,09-06-2021
2021,25,MH/NDB/2021/25/023,Maharashtra,Nandurbar,Diarrheal,36,0,19-06-2021,23-06-2021
2021,25,MH/SIN/2021/25/023,Maharashtra,Sindhudurg,Food Poisoning,21,0,25-06-2021,25-06-2021
2021,25,MH/SIN/2021/25/023,Maharashtra,Sindhudurg,Food Poisoning,41,0,24-06-2021,25-06-2021
2021,25,MH/KOP/2021/25/024,Maharashtra,Kolhapur,Dengue,5,3,15-06-2021,16-06-2021
2021,25,MH/PNE/2021/25/024,Maharashtra,Pune,Chikungunya,5,0,14-06-2021,15-06-2021
2021,26,MH/AGB/2021/26/026,Maharashtra,Aurangabad,Food Poisoning,5,1,25-06-2021,26-06-2021
2021,26,MH/NDB/2021/26/026,Maharashtra,Nandurbar,Diarrheal,7,0,19-06-2021,20-06-2021
2021,26,MH/PNE/2021/26/026,Maharashtra,Pune,Dengue,6,0,24-06-2021,25-06-2021
2021,27,MH/PLK/2021/27/027,Maharashtra,Ahmednagar,Chikungunya,11,0,07-07-2021,07-07-2021
2021,27,MH/PLK/2021/27/027,Maharashtra,Amravati,Dengue,3,1,01-07-2021,05-07-2021
2021,27,MH/PLK/2021/27/028,Maharashtra,Satara,Dengue,25,0,22-06-2021,23-06-2021
2021,28,MH/AKL/2021/28/029,Maharashtra,Akola,Malaria,21,0,16-07-2021,16-07-2021
2021,28,MH/AMR/2021/28/029,Maharashtra,Amravati,Dengue,5,0,12-07-2021,13-07-2021
2021,28,MH/AMR/2021/28/029,Maharashtra,Amravati,Food Poisoning,4,1,11-07-2021,16-07-2021
2021,28,MH/BED/2021/28/029,Maharashtra,Beed,Dysentery,135,0,16-07-2021,18-07-2021
2021,28,MH/BNR/2021/28/029,Maharashtra,Bhandara,Fever/Dengue,7,1,26-06-2021,14-07-2021
2021,28,MH/WAS/2021/28/030,Maharashtra,Washim,Fever,10,0,16-07-2021,16-07-2021
2021,28,MH/NAG/2021/28/030,Maharashtra,Nagpur,Dengue,9,0,21-06-2021,22-06-2021
2021,28,MH/NAG/2021/28/030,Maharashtra,Nagpur,Dengue,6,1,25-06-2021,26-06-2021
2021,29,MH/CND/2021/29/032,Maharashtra,Chandrapur,Dengue,58,1,03-07-2021,04-07-2021
2021,29,MH/NAG/2021/29/032,Maharashtra,Nagpur,Dengue,4,1,10-07-2021,11-07-2021
2021,30,MH/NAG/2021/30/032,Maharashtra,Cachar,Food Poisoning,1,1,20-07-2021,29-07-2021
2021,30,MH/NAG/2021/30/032,Maharashtra,Nagpur,Food Poisoning,1,1,15-07-2021,28-07-2021
2021,30,MH/NAG/2021/30/032,Maharashtra,Lakhimpur,Encephalitis,1,1,22-07-2021,31-07-2021
2021,30,MH/NAG/2021/30/032,Maharashtra,Nagaon,Food Poisoning,1,0,30-07-2021,31-07-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Udalguri,Japanese,1,0,27-07-2021,29-07-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Udalguri,Encephalitis,1,1,25-07-2021,29-07-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Kheda,Food Poisoning,24,0,29-07-2021,29-07-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Panchmahal,Food Poisoning,1,1,31-07-2021,02-08-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Panchkula,Cholera,521,1,13-07-2021,04-08-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Yamuna Nagar,Diarrheal,31,0,31-07-2021,02-08-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Ramban,Food Poisoning,95,1,27-07-2021,02-08-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Godda,Diarrheal,12,0,31-07-2021,01-08-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Ernakulam,Zika Virus,1,0,24-07-2021,02-08-2021
2021,30,MH/NAG/2021/30/033,Maharashtra,Ahmednagar,Fever,7,0,26-07-2021,26-07-2021
2021,30,MH/NAG/2021/30/034,Maharashtra,Bhandara,Fever,6,0,19-07-2021,30-07-2021
2021,30,MH/NAG/2021/30/034,Maharashtra,Buldhana,Dengue,7,0,01-07-2021,28-07-2021
2021,30,MH/NAG/2021/30/034,Maharashtra,Chandrapur,Fever,69,2,19-07-2021,30-07-2021
2021,30,MH/NAG/2021/30/034,Maharashtra,Gadchiroli,Malaria,4,1,24-07-2021,26-07-2021
2021,30,MH/NAG/2021/30/034,Maharashtra,Jalgaon,Fever,12,0,20-07-2021,27-07-2021
2021,30,MH/NAG/2021/30/034,Maharashtra,Nashik,Chikungunya,53,0,18-06-2021,29-07-2021
2021,30,MH/NAG/2021/30/034,Maharashtra,Osmanabad,Dengue,4,0,23-07-2021,28-07-2021
2021,30,MH/NAG/2021/30/034,Maharashtra,Pune,Chikungunya,5,0,22-07-2021,29-07-2021
2021,30,MH/NAG/2021/30/034,Punjab,Mansa,Chickenpox,4,0,02-08-2021,02-08-2021
2021,31,MH/AMR/2021/31/035,Maharashtra,Amravati,Dengue,13,2,11-07-2021,02-08-2021
2021,31,MH/BED/2021/31/035,Maharashtra,Beed,Chikungunya,7,0,02-08-2021,03-08-2021
2021,31,MH/CND/2021/31/035,Maharashtra,Chandrapur,Malaria,1,1,03-08-2021,07-08-2021
2021,31,MH/CND/2021/31/036,Maharashtra,Chandrapur,Food Poisoning,1,0,16-07-2021,04-08-2021
2021,31,MH/GAD/2021/31/036,Maharashtra,Gadchiroli,Malaria,28,1,31-07-2021,02-08-2021
2021,31,MH/KOP/2021/31/036,Maharashtra,Kolhapur,Chikungunya,6,0,02-08-2021,04-08-2021
2021,31,MH/RGD/2021/31/036,Maharashtra,Raigad,Leptospirosis,29,0,02-08-2021,04-08-2021
2021,31,MH/THN/2021/31/036,Maharashtra,Thane,Leptospirosis,2,2,28-06-2021,05-08-2021
2021,31,MH/CND/2021/31/037,Maharashtra,Chandrapur,Dengue,4,0,13-07-2021,14-07-2021
2021,31,MH/RGD/2021/31/037,Maharashtra,Raigad,Dengue,18,0,11-06-2021,12-06-2021
2021,31,MH/STA/2021/31/037,Maharashtra,Satara,Chikungunya,20,0,14-07-2021,15-07-2021
2021,31,MH/STA/2021/31/037,Maharashtra,Satara,Dengue,6,0,16-07-2021,17-07-2021
2021,31,MH/WDH/2021/31/037,Maharashtra,Wardha,Dengue,4,0,07-06-2021,08-06-2021
2021,32,MH/KOP/2021/32/037,Maharashtra,Kolhapur,Diarrheal,215,0,10-08-2021,11-08-2021
2021,32,MH/THN/2021/32/037,Maharashtra,Thane,Chikungunya,6,0,13-08-2021,13-08-2021
2021,32,MH/OSM/2021/32/038,Maharashtra,Osmanabad,Dengue,3,0,20-07-2021,21-07-2021
2021,32,MH/STA/2021/32/038,Maharashtra,Satara,Dengue,10,0,27-07-2021,28-07-2021
2021,32,MH/RGD/2021/32/038,Maharashtra,Raigad,Leptospirosis,6,0,03-08-2021,04-08-2021
2021,32,MH/RGD/2021/32/038,Maharashtra,Raigad,Leptospirosis,5,0,03-08-2021,04-08-2021
2021,33,MH/CND/2021/33/039,Maharashtra,Chandrapur,Malaria,7,3,07-08-2021,17-08-2021
2021,33,MH/STA/2021/33/039,Maharashtra,Satara,Hepatitis,19,0,10-08-2021,17-08-2021
2021,33,MH/THN/2021/33/039,Maharashtra,Thane,Dengue,5,0,17-08-2021,20-08-2021
2021,33,MH/YVT/2021/33/039,Maharashtra,Yavatmal,Food Poisoning,40,0,16-08-2021,18-08-2021
2021,34,MH/AMR/2021/34/041,Maharashtra,Amravati,Dengue,22,3,18-08-2021,19-08-2021
2021,34,MH/PNE/2021/34/041,Maharashtra,Pune,Chikungunya,7,0,13-08-2021,14-08-2021
2021,34,MH/STA/2021/34/041,Maharashtra,Satara,Dengue,9,0,13-08-2021,14-08-2021
2021,34,MH/STA/2021/34/041,Maharashtra,Satara,Dengue,6,0,13-08-2021,14-08-2021
2021,35,MH/AKL/2021/35/042,Maharashtra,Akola,Dengue,3,0,13-08-2021,14-08-2021
2021,35,MH/AMR/2021/35/043,Maharashtra,Amravati,FoodFood PoisoningPoisoning,18,3,13-08-2021,14-08-2021
2021,35,MH/PNE/2021/35/043,Maharashtra,Pune,Dengue,23,0,13-08-2021,14-08-2021
2021,35,MH/PNE/2021/35/043,Maharashtra,Pune,Chikungunya,42,0,13-08-2021,14-08-2021
2021,36,MH/JGA/2021/36/045,Maharashtra,Jalgaon,Dengue,54,1,13-08-2021,14-08-2021
2021,38,MH/AGB/2021/38/047,Maharashtra,Aurangabad,Food Poisoning,14,1,19-09-2021,22-09-2021
2021,38,MH/JGA/2021/38/047,Maharashtra,Jalgaon,Food Poisoning,12,0,18-09-2021,21-09-2021
2021,38,MH/NDB/2021/38/047,Maharashtra,Nandurbar,Food Poisoning,17,1,21-09-2021,23-09-2021
2021,38,MH/GAD/2021/38/048,Maharashtra,Gadchiroli,Scrub Typhus,18,1,06-09-2021,24-09-2021
2021,39,MH/OSM/2021/39/049,Maharashtra,Osmanabad,Chikungunya,15,0,18-09-2021,19-09-2021
2021,40,MH/BED/2021/40/051,Maharashtra,Beed,Food Poisoning,19,0,03-10-2021,05-10-2021
2021,40,MH/GAD/2021/40/052,Maharashtra,Gadchiroli,Dengue,4,1,04-10-2021,05-10-2021
2021,40,MH/THN/2021/40/052,Maharashtra,Thane,Leptospirosis,2,1,04-10-2021,07-10-2021
2021,40,MH/CND/2021/40/053,Maharashtra,Chandrapur,Dengue,7,0,16-08-2021,17-08-2021
2021,40,MH/CND/2021/40/053,Maharashtra,Chandrapur,Food Poisoning,6,1,30-08-2021,31-08-2021
2021,40,MH/CND/2021/40/053,Maharashtra,Chandrapur,Malaria,9,0,22-08-2021,23-08-2021
2021,40,MH/OSM/2021/40/053,Maharashtra,Osmanabad,Chikungunya,5,1,29-09-2021,30-09-2021
